account_id,risk_score_max,risk_score_mean,profile,is_at_risk_true,n_transactions,avg_night_ratio,avg_tx_24h,avg_unique_recv,avg_burst_score,avg_temporal_shift,avg_qris_ratio,final_risk_score,risk_level,recommendation,top_triggers
AUG_0138,60.6,18.75,normal,0,28,0.30387142857142857,0.5,2.7857142857142856,0.8029821428571429,0.052000000000000005,0.0,60.6,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0139,80.5,28.271427,normal,0,28,0.3895392857142857,0.5,2.7857142857142856,0.8029821428571429,0.18009642857142857,0.0,80.5,Critical,Eskalasi ke tim compliance & flag ke OJK,Aktivitas malam tinggi & Banyak penerima
AUG_0140,72.3,23.385714,normal,0,28,0.07946071428571429,0.5,2.7857142857142856,0.8029821428571429,-0.012207142857142857,0.0,72.3,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Velocity burst
AUG_0141,63.1,22.767857,normal,0,28,0.37678214285714284,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.075,0.0,63.1,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0142,72.1,21.217855,normal,0,28,0.3458321428571428,0.2857142857142857,2.6785714285714284,0.6833321428571428,-0.0017857142857142893,0.0,72.1,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0143,60.5,15.560715,normal,0,28,0.4541678571428571,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.07678571428571428,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0144,60.5,17.217857,normal,0,28,0.2571428571428572,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.072025,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0145,60.5,20.478573,normal,0,28,0.18392499999999998,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.007735714285714286,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0146,60.5,23.289286,normal,0,28,0.3458321428571428,0.2857142857142857,2.6785714285714284,0.6833321428571428,-0.0017857142857142893,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0147,60.5,15.875,normal,0,28,0.2184535714285714,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.072025,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0148,60.5,16.267857,normal,0,28,0.4541678571428571,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.07678571428571428,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0149,75.6,27.467855,normal,0,28,0.308325,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.07261428571428571,0.0,75.6,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0150,60.5,14.989286,normal,0,28,0.4541678571428571,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.07678571428571428,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0151,60.5,19.867857,normal,0,28,0.18392499999999998,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.007735714285714286,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0152,67.6,22.296429,normal,0,28,0.308325,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.07261428571428571,0.0,67.6,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0153,61.2,17.267857,normal,0,28,0.4184535714285714,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.04107142857142857,0.0,61.2,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0154,69.9,26.621428,normal,0,28,0.44464642857142855,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.06012142857142857,0.0,69.9,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0155,60.5,20.050001,normal,0,28,0.13333214285714284,0.2857142857142857,2.6785714285714284,0.6833321428571428,-0.008928571428571433,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Velocity burst
AUG_0156,67.0,23.75357,normal,0,28,0.1571392857142857,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.013092857142857142,0.0,67.0,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0157,75.2,25.046429,normal,0,28,0.37678214285714284,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.075,0.0,75.2,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0158,60.5,18.546429,normal,0,28,0.3,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.07142857142857142,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0159,60.5,18.824999,normal,0,28,0.2571428571428572,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.072025,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0160,60.5,22.5,normal,0,28,0.1970214285714286,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.07380714285714286,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0161,65.9,19.257143,normal,0,28,0.3,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.07142857142857142,0.0,65.9,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0162,63.3,23.532145,normal,0,28,0.13333214285714284,0.2857142857142857,2.6785714285714284,0.6833321428571428,-0.008928571428571433,0.0,63.3,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Velocity burst
AUG_0163,69.3,19.803572,normal,0,28,0.17083214285714285,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.045832142857142856,0.0,69.3,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0164,61.4,22.478573,normal,0,28,0.3380892857142857,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.059521428571428565,0.0,61.4,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0165,65.7,22.939285,normal,0,28,0.308325,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.07261428571428571,0.0,65.7,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0166,63.0,25.550001,normal,0,28,0.1970214285714286,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.07380714285714286,0.0,63.0,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0167,62.9,25.717855,normal,0,28,0.16011785714285715,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.017857142857142853,0.0,62.9,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0168,60.5,23.90357,normal,0,28,0.1970214285714286,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.07380714285714286,0.0,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0169,76.5,24.239286,normal,0,28,0.308325,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.07261428571428571,0.0,76.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0170,78.6,21.275,normal,0,28,0.42143214285714287,0.2857142857142857,2.6785714285714284,0.6833321428571428,0.01845357142857143,0.0,78.6,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0171,68.8,19.42647,early_stage,0,34,0.35833235294117644,0.7647058823529411,2.9411764705882355,1.0769647058823528,0.049538235294117654,0.21824411764705884,68.8,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0172,60.5,20.202942,early_stage,0,34,0.32280000000000003,0.7352941176470589,2.911764705882353,0.8710823529411765,0.03606764705882353,0.21824411764705884,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0173,60.5,16.485294,early_stage,0,34,0.2346794117647059,0.7352941176470589,2.911764705882353,0.8710823529411765,0.004376470588235289,0.21824411764705884,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0174,60.5,18.441177,early_stage,0,34,0.3627794117647059,0.7352941176470589,2.911764705882353,0.8710823529411765,0.03623529411764706,0.21824411764705884,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0175,60.5,17.414705,early_stage,0,34,0.3627794117647059,0.7352941176470589,2.911764705882353,0.8710823529411765,0.03623529411764706,0.21824411764705884,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0176,67.6,16.158825,early_stage,0,34,0.32280000000000003,0.7352941176470589,2.911764705882353,0.8710823529411765,0.03606764705882353,0.21824411764705884,67.6,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0177,60.5,16.311764,early_stage,0,34,0.2036205882352941,0.7352941176470589,2.911764705882353,0.8710823529411765,0.0073588235294117675,0.21824411764705884,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Penggunaan QRIS tinggi
AUG_0178,60.5,15.2382345,early_stage,0,34,0.37395,0.7352941176470589,2.911764705882353,0.8710823529411765,0.02870588235294117,0.21824411764705884,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0179,65.4,19.15,early_stage,0,34,0.3627794117647059,0.7352941176470589,2.911764705882353,0.8710823529411765,0.03623529411764706,0.21824411764705884,65.4,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0180,71.4,22.567646,early_stage,0,34,0.35833235294117644,0.7647058823529411,2.9411764705882355,1.0769647058823528,0.049538235294117654,0.21824411764705884,71.4,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0181,60.5,16.14412,early_stage,0,34,0.40336176470588236,0.7647058823529411,2.9411764705882355,1.0769647058823528,0.05811764705882353,0.21824411764705884,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0182,60.5,14.464705,early_stage,0,34,0.2346794117647059,0.7352941176470589,2.911764705882353,0.8710823529411765,0.004376470588235289,0.21824411764705884,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0183,77.4,23.129412,early_stage,0,34,0.27993823529411765,0.7647058823529411,2.9411764705882355,1.0769647058823528,0.028182352941176467,0.21824411764705884,77.4,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0184,60.5,17.382353,early_stage,0,34,0.2346794117647059,0.7352941176470589,2.911764705882353,0.8710823529411765,0.004376470588235289,0.21824411764705884,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0185,60.5,19.161764,early_stage,0,34,0.4026911764705882,0.7352941176470589,2.911764705882353,0.8710823529411765,0.024679411764705884,0.21824411764705884,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0186,64.0,19.952942,early_stage,0,34,0.3272,0.7647058823529411,2.9411764705882355,1.0769647058823528,0.04919117647058823,0.21824411764705884,64.0,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0187,74.0,21.167648,early_stage,0,34,0.2911764705882353,0.7647058823529411,2.9411764705882355,1.0769647058823528,0.03238235294117647,0.21824411764705884,74.0,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0188,60.5,12.579412,early_stage,0,34,0.28418529411764704,0.7647058823529411,2.9411764705882355,1.0769647058823528,0.029411764705882346,0.21824411764705884,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0189,69.8,21.438236,early_stage,0,34,0.35833235294117644,0.7647058823529411,2.9411764705882355,1.0769647058823528,0.049538235294117654,0.21824411764705884,69.8,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0190,60.5,19.02647,early_stage,0,34,0.2036205882352941,0.7352941176470589,2.911764705882353,0.8710823529411765,0.0073588235294117675,0.21824411764705884,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Penggunaan QRIS tinggi
AUG_0191,60.5,17.699999,early_stage,0,34,0.3627794117647059,0.7352941176470589,2.911764705882353,0.8710823529411765,0.03623529411764706,0.21824411764705884,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0192,69.8,22.679413,early_stage,0,34,0.35833235294117644,0.7647058823529411,2.9411764705882355,1.0769647058823528,0.049538235294117654,0.21824411764705884,69.8,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0193,72.3,22.02353,early_stage,0,34,0.35833235294117644,0.7647058823529411,2.9411764705882355,1.0769647058823528,0.049538235294117654,0.21824411764705884,72.3,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0194,60.5,15.629413,early_stage,0,34,0.19469411764705882,0.7352941176470589,2.911764705882353,0.8710823529411765,0.004208823529411764,0.21824411764705884,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Penggunaan QRIS tinggi
AUG_0195,66.9,19.235294,early_stage,0,34,0.3627794117647059,0.7352941176470589,2.911764705882353,0.8710823529411765,0.03623529411764706,0.21824411764705884,66.9,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0196,60.5,17.508823,early_stage,0,34,0.32280000000000003,0.7352941176470589,2.911764705882353,0.8710823529411765,0.03606764705882353,0.21824411764705884,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0197,60.6,18.791178,early_stage,0,34,0.3272,0.7647058823529411,2.9411764705882355,1.0769647058823528,0.04919117647058823,0.21824411764705884,60.6,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0198,60.5,17.747059,early_stage,0,34,0.27993823529411765,0.7647058823529411,2.9411764705882355,1.0769647058823528,0.028182352941176467,0.21824411764705884,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0199,72.3,18.770588,early_stage,0,34,0.27993823529411765,0.7647058823529411,2.9411764705882355,1.0769647058823528,0.028182352941176467,0.21824411764705884,72.3,High,"Batasi nominal transfer harian, minta konfirmasi",Banyak penerima & Aktivitas malam tinggi
AUG_0200,60.5,15.25,early_stage,0,34,0.32280000000000003,0.7352941176470589,2.911764705882353,0.8710823529411765,0.03606764705882353,0.21824411764705884,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0201,64.6,22.067646,early_stage,0,34,0.4450705882352941,2.1176470588235294,3.0294117647058822,1.7965029411764706,0.1942058823529412,0.30813529411764706,64.6,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0202,78.1,19.594118,early_stage,0,34,0.4189205882352941,2.088235294117647,3.0588235294117645,1.9200323529411762,0.20571176470588237,0.3375470588235294,78.1,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0203,74.4,24.608824,early_stage,0,34,0.2519470588235294,2.0588235294117645,3.0588235294117645,1.869905882352941,0.13707647058823527,0.3362970588235294,74.4,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Penggunaan QRIS tinggi
AUG_0204,70.9,21.294117,early_stage,0,34,0.4406088235294118,2.088235294117647,3.0588235294117645,1.9200323529411762,0.22741470588235294,0.3375470588235294,70.9,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0205,60.5,19.835295,early_stage,0,34,0.25980294117647057,2.0588235294117645,3.0588235294117645,1.869905882352941,0.1365941176470588,0.3362970588235294,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Penggunaan QRIS tinggi
AUG_0206,63.8,25.882353,early_stage,0,34,0.18594117647058825,2.0588235294117645,3.0588235294117645,1.869905882352941,0.11576176470588236,0.3362970588235294,63.8,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Penggunaan QRIS tinggi
AUG_0207,60.5,21.050001,early_stage,0,34,0.25980294117647057,2.0588235294117645,3.0588235294117645,1.869905882352941,0.1365941176470588,0.3362970588235294,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Penggunaan QRIS tinggi
AUG_0208,70.8,28.17941,early_stage,0,34,0.28561176470588234,2.0588235294117645,3.0588235294117645,1.869905882352941,0.15117941176470587,0.3362970588235294,70.8,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Penggunaan QRIS tinggi
AUG_0209,74.8,26.920588,early_stage,0,34,0.22170294117647057,2.0588235294117645,3.0588235294117645,1.869905882352941,0.11796764705882354,0.3362970588235294,74.8,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Penggunaan QRIS tinggi
AUG_0210,60.5,21.723528,early_stage,0,34,0.3417764705882353,2.0588235294117645,3.0588235294117645,1.869905882352941,0.16955,0.3362970588235294,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Aktivitas malam tinggi
AUG_0211,64.3,22.852942,early_stage,0,34,0.34772647058823525,2.0588235294117645,3.0588235294117645,1.869905882352941,0.16785588235294116,0.3362970588235294,64.3,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Aktivitas malam tinggi
AUG_0212,70.5,26.75,early_stage,0,34,0.2740029411764706,2.0588235294117645,3.0588235294117645,1.869905882352941,0.12751176470588235,0.3362970588235294,70.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Penggunaan QRIS tinggi
AUG_0213,65.2,24.488235,early_stage,0,34,0.4450705882352941,2.1176470588235294,3.0294117647058822,1.7965029411764706,0.1942058823529412,0.30813529411764706,65.2,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0214,60.5,20.061764,early_stage,0,34,0.25980294117647057,2.0588235294117645,3.0588235294117645,1.869905882352941,0.1365941176470588,0.3362970588235294,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Penggunaan QRIS tinggi
AUG_0215,73.7,21.502941,early_stage,0,34,0.4406088235294118,2.088235294117647,3.0588235294117645,1.9200323529411762,0.22741470588235294,0.3375470588235294,73.7,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0216,67.7,20.92647,early_stage,0,34,0.45486470588235295,2.0588235294117645,3.0294117647058822,1.71415,0.20400588235294118,0.30813529411764706,67.7,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0217,60.5,22.914705,early_stage,0,34,0.3417764705882353,2.0588235294117645,3.0588235294117645,1.869905882352941,0.16955,0.3362970588235294,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Aktivitas malam tinggi
AUG_0218,74.7,23.091175,early_stage,0,34,0.27512058823529406,2.0588235294117645,3.0588235294117645,1.869905882352941,0.13463235294117645,0.3362970588235294,74.7,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Penggunaan QRIS tinggi
AUG_0219,82.4,26.62647,early_stage,0,34,0.18594117647058825,2.0588235294117645,3.0588235294117645,1.869905882352941,0.11576176470588236,0.3362970588235294,82.4,Critical,Eskalasi ke tim compliance & flag ke OJK,Velocity burst & Penggunaan QRIS tinggi
AUG_0220,60.5,21.717646,early_stage,0,34,0.3356411764705882,2.0588235294117645,3.0588235294117645,1.869905882352941,0.14980294117647058,0.3362970588235294,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Penggunaan QRIS tinggi
AUG_0221,60.5,25.967648,early_stage,0,34,0.18594117647058825,2.0588235294117645,3.0588235294117645,1.869905882352941,0.11576176470588236,0.3362970588235294,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Penggunaan QRIS tinggi
AUG_0222,81.1,21.25,early_stage,0,34,0.30633823529411763,2.0588235294117645,3.0588235294117645,1.869905882352941,0.14418823529411764,0.3362970588235294,81.1,Critical,Eskalasi ke tim compliance & flag ke OJK,Velocity burst & Penggunaan QRIS tinggi
AUG_0223,77.4,23.12647,early_stage,0,34,0.3417764705882353,2.0588235294117645,3.0588235294117645,1.869905882352941,0.16955,0.3362970588235294,77.4,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Aktivitas malam tinggi
AUG_0224,68.9,22.991177,early_stage,0,34,0.34772647058823525,2.0588235294117645,3.0588235294117645,1.869905882352941,0.16785588235294116,0.3362970588235294,68.9,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Aktivitas malam tinggi
AUG_0225,76.7,25.770588,early_stage,0,34,0.2519470588235294,2.0588235294117645,3.0588235294117645,1.869905882352941,0.13707647058823527,0.3362970588235294,76.7,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Penggunaan QRIS tinggi
AUG_0226,60.9,21.917648,early_stage,0,34,0.3181294117647059,2.0588235294117645,3.0588235294117645,1.869905882352941,0.14588529411764706,0.3362970588235294,60.9,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Penggunaan QRIS tinggi
AUG_0227,67.7,19.42941,early_stage,0,34,0.39479117647058826,2.0588235294117645,3.0588235294117645,1.869905882352941,0.17525882352941177,0.3362970588235294,67.7,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0228,77.7,31.514706,early_stage,0,34,0.2519470588235294,2.0588235294117645,3.0588235294117645,1.869905882352941,0.13707647058823527,0.3362970588235294,77.7,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Penggunaan QRIS tinggi
AUG_0229,60.5,18.482353,early_stage,0,34,0.25980294117647057,2.0588235294117645,3.0588235294117645,1.869905882352941,0.1365941176470588,0.3362970588235294,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Penggunaan QRIS tinggi
AUG_0230,74.9,23.973528,early_stage,0,34,0.22170294117647057,2.0588235294117645,3.0588235294117645,1.869905882352941,0.11796764705882354,0.3362970588235294,74.9,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Penggunaan QRIS tinggi
AUG_0231,95.2,16.938234,early_stage,0,34,0.3516823529411765,2.176470588235294,2.9411764705882355,1.4205088235294117,-0.15068235294117646,0.2681441176470588,95.2,Critical,Eskalasi ke tim compliance & flag ke OJK,Aktivitas malam tinggi & Banyak penerima
AUG_0232,67.3,18.311764,early_stage,0,34,0.30318529411764705,2.2058823529411766,2.9705882352941178,1.6263911764705883,0.10959411764705881,0.2681441176470588,67.3,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Aktivitas malam tinggi
AUG_0233,85.5,29.285294,early_stage,0,34,0.24675,2.2058823529411766,2.9705882352941178,1.6263911764705883,0.12870882352941176,0.2681441176470588,85.5,Critical,Eskalasi ke tim compliance & flag ke OJK,Velocity burst & Banyak penerima
AUG_0234,68.8,24.397058,early_stage,0,34,0.27303235294117645,2.2058823529411766,2.9705882352941178,1.6263911764705883,-0.006905882352941178,0.2681441176470588,68.8,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima
AUG_0235,65.8,15.7382345,early_stage,0,34,0.37243529411764703,2.176470588235294,2.9411764705882355,1.4205088235294117,-0.0339264705882353,0.2681441176470588,65.8,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Banyak penerima
AUG_0236,60.5,14.705882,early_stage,0,34,0.4055705882352941,2.2058823529411766,2.9705882352941178,1.6263911764705883,0.08020882352941175,0.2681441176470588,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0237,83.6,28.188236,early_stage,0,34,0.24675,2.2058823529411766,2.9705882352941178,1.6263911764705883,0.12870882352941176,0.2681441176470588,83.6,Critical,Eskalasi ke tim compliance & flag ke OJK,Velocity burst & Banyak penerima
AUG_0238,76.3,19.97647,early_stage,0,34,0.28461764705882353,2.2058823529411766,2.9705882352941178,1.6263911764705883,-0.07082058823529411,0.2681441176470588,76.3,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima
AUG_0239,60.5,13.420588,early_stage,0,34,0.4055705882352941,2.2058823529411766,2.9705882352941178,1.6263911764705883,0.08020882352941175,0.2681441176470588,60.5,High,"Batasi nominal transfer harian, minta konfirmasi",Aktivitas malam tinggi & Velocity burst
AUG_0240,74.7,19.997059,early_stage,0,34,0.29267058823529407,2.2058823529411766,2.9705882352941178,1.6263911764705883,0.09907941176470587,0.2681441176470588,74.7,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima
AUG_0241,75.5,24.085295,early_stage,0,34,0.1650323529411765,2.2058823529411766,2.9705882352941178,1.6263911764705883,0.09425588235294118,0.2681441176470588,75.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima
AUG_0242,66.5,21.632353,early_stage,0,34,0.27303235294117645,2.2058823529411766,2.9705882352941178,1.6263911764705883,-0.006905882352941178,0.2681441176470588,66.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Banyak penerima
AUG_0243,83.1,14.844117,early_stage,0,34,0.37243529411764703,2.176470588235294,2.9411764705882355,1.4205088235294117,-0.0339264705882353,0.2681441176470588,83.1,Critical,Eskalasi ke tim compliance & flag ke OJK,Aktivitas malam tinggi & Banyak penerima
AUG_0244,63.5,24.276472,early_stage,0,34,0.30208529411764706,2.2058823529411766,2.9705882352941178,1.6263911764705883,0.10437058823529412,0.2681441176470588,63.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Aktivitas malam tinggi
AUG_0245,92.4,27.385294,early_stage,0,34,0.2323235294117647,2.2058823529411766,2.9705882352941178,1.6263911764705883,0.11428235294117647,0.2681441176470588,92.4,Critical,Eskalasi ke tim compliance & flag ke OJK,Velocity burst & Banyak penerima
AUG_0246,74.5,19.42941,early_stage,0,34,0.30318529411764705,2.2058823529411766,2.9705882352941178,1.6263911764705883,0.10959411764705881,0.2681441176470588,74.5,High,"Batasi nominal transfer harian, minta konfirmasi",Velocity burst & Aktivitas malam tinggi
AUG_0247,82.8,21.026472,early_stage,0,34,0.28461764705882353,2.2058823529411766,2.9705882352941178,1.6263911764705883,-0.07082058823529411,0.2681441176470588,82.8,Critical,Eskalasi ke tim compliance & flag ke OJK,Velocity burst & Banyak penerima
