account_id,step,day,profile,is_at_risk,hour_of_day,is_night,night_ratio_7d,night_ratio_14d,temporal_shift,amount,amount_log,amount_vs_avg_7d,total_amount_7d,tx_count_24h,tx_count_7d,burst_score,unique_recv_7d,unique_recv_24h,qris_ratio_7d,channel,drain_cycle_flag,dormant_flag,is_gambling
AUG_0112,541,22,normal,0,13,0,0.0,0.0833,-0.2,37174.0,10.5234,0.1881,1383232.0,1,7,1.0,3,1,0.0,ewallet,0,0,0
AUG_0112,562,23,normal,0,10,0,0.0,0.0833,-0.1667,130759.0,11.7811,0.7141,1098655.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0112,591,24,normal,0,15,0,0.0,0.0769,-0.1429,344324.0,12.7493,2.2922,901298.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0112,615,25,normal,0,15,0,0.0,0.0769,-0.1667,48879.0,10.7971,0.2747,1245622.0,1,7,1.0,3,1,0.0,ewallet,0,0,0
AUG_0112,641,26,normal,0,17,0,0.0,0.0769,-0.1429,232722.0,12.3576,1.3505,1033929.0,0,6,0.0,3,0,0.0,ewallet,0,0,0
AUG_0112,670,27,normal,0,22,1,0.0,0.0,0.0,339505.0,12.7352,1.8428,1105414.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0112,672,28,normal,0,0,1,0.1429,0.0714,0.1429,107132.0,11.5818,0.519,1444919.0,1,7,1.0,3,1,0.0,ewallet,0,0,0
AUG_0112,673,28,normal,0,1,1,0.25,0.1333,0.25,122070.0,11.7124,0.6292,1552051.0,2,8,1.75,3,2,0.0,ewallet,0,0,0
AUG_0113,1,0,normal,0,1,1,0.0,0.0,0.0,126970.0,11.7517,1.0,0.0,0,0,0.0,0,0,0.0,ewallet,0,0,0
AUG_0113,14,0,normal,0,14,0,1.0,1.0,1.0,280952.0,12.5459,2.2127,126970.0,1,1,7.0,1,1,0.0,transfer,0,0,0
AUG_0113,48,2,normal,0,0,1,0.5,0.5,0.5,153857.0,11.9438,0.7543,407922.0,0,2,0.0,2,0,0.0,ewallet,0,0,0
AUG_0113,62,2,normal,0,14,0,0.6667,0.6667,0.6667,34161.0,10.4389,0.1824,561779.0,1,3,2.3333,3,1,0.0,ewallet,0,0,0
AUG_0113,96,4,normal,0,0,1,0.5,0.5,0.5,202053.0,12.2163,1.3562,595940.0,0,4,0.0,3,0,0.0,transfer,0,0,0
AUG_0113,133,5,normal,0,13,0,0.6,0.6,0.6,79821.0,11.2876,0.5001,797993.0,0,5,0.0,3,0,0.0,ewallet,0,0,0
AUG_0113,153,6,normal,0,9,0,0.5,0.5,0.5,228521.0,12.3394,1.562,877814.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0113,192,8,normal,0,0,1,0.4,0.4286,-0.1,175574.0,12.0758,1.2569,698413.0,0,5,0.0,3,0,0.0,transfer,0,0,0
AUG_0113,216,9,normal,0,0,1,0.5,0.5,0.0,33100.0,10.4073,0.2272,873987.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0113,253,10,normal,0,13,0,0.6,0.5556,0.1,367790.0,12.8153,2.5574,719069.0,0,5,0.0,3,0,0.0,ewallet,0,0,0
AUG_0113,291,12,normal,0,3,1,0.4,0.5,-0.2,203327.0,12.2226,1.149,884806.0,0,5,0.0,3,0,0.0,transfer,0,0,0
AUG_0113,308,12,normal,0,20,0,0.6,0.5455,0.1,86583.0,11.3689,0.4293,1008312.0,1,5,1.4,3,1,0.0,ewallet,0,0,0
AUG_0113,333,13,normal,0,21,0,0.6,0.5,0.1714,197815.0,12.1951,1.1416,866374.0,0,5,0.0,3,0,0.0,ewallet,0,0,0
AUG_0113,367,15,normal,0,7,0,0.4,0.4545,-0.1,230316.0,12.3472,1.2959,888615.0,0,5,0.0,3,0,0.0,transfer,0,0,0
AUG_0113,383,15,normal,0,23,1,0.3333,0.4167,-0.1667,68028.0,11.1277,0.3648,1118931.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0113,410,17,normal,0,2,1,0.3333,0.4545,-0.2667,279076.0,12.5392,1.4512,1153859.0,0,6,0.0,3,0,0.0,ewallet,0,0,0
AUG_0113,443,18,normal,0,11,0,0.5,0.4545,0.1,120891.0,11.7027,0.681,1065145.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0113,462,19,normal,0,6,0,0.3333,0.4167,-0.1667,99689.0,11.5098,0.6087,982709.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0113,483,20,normal,0,3,1,0.3333,0.4167,-0.1667,214984.0,12.2783,1.2953,995815.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0113,516,21,normal,0,12,0,0.5,0.5,0.0,289286.0,12.5752,1.7135,1012984.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0113,533,22,normal,0,5,0,0.4286,0.4167,0.0286,36276.0,10.4989,0.195,1302270.0,1,7,1.0,3,1,0.0,ewallet,0,0,0
AUG_0113,554,23,normal,0,2,1,0.3333,0.3333,0.0,141545.0,11.8604,0.8164,1040202.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0113,583,24,normal,0,7,0,0.3333,0.3846,-0.0952,443578.0,13.0026,2.9484,902671.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0113,607,25,normal,0,7,0,0.2857,0.3846,-0.2143,64497.0,11.0744,0.3354,1346249.0,1,7,1.0,3,1,0.0,ewallet,0,0,0
AUG_0113,633,26,normal,0,9,0,0.3333,0.3077,0.0476,196816.0,12.19,0.9922,1190166.0,0,6,0.0,3,0,0.0,ewallet,0,0,0
AUG_0113,662,27,normal,0,14,0,0.1667,0.3077,-0.2619,332164.0,12.7134,1.7005,1171998.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0113,664,27,normal,0,16,0,0.1429,0.2857,-0.2857,92618.0,11.4362,0.431,1504162.0,1,7,1.0,3,1,0.0,ewallet,0,0,0
AUG_0113,665,27,normal,0,17,0,0.125,0.2667,-0.3036,125698.0,11.7416,0.6298,1596780.0,2,8,1.75,3,2,0.0,ewallet,0,0,0
AUG_0114,11,0,normal,0,11,0,0.0,0.0,0.0,99919.0,11.5121,1.0,0.0,0,0,0.0,0,0,0.0,ewallet,0,0,0
AUG_0114,25,1,normal,0,1,1,0.0,0.0,0.0,229993.0,12.3458,2.3018,99919.0,1,1,7.0,1,1,0.0,transfer,0,0,0
AUG_0114,59,2,normal,0,11,0,0.5,0.5,0.5,161940.0,11.995,0.9817,329912.0,0,2,0.0,2,0,0.0,ewallet,0,0,0
AUG_0114,73,3,normal,0,1,1,0.3333,0.3333,0.3333,33960.0,10.433,0.2071,491852.0,1,3,2.3333,3,1,0.0,ewallet,0,0,0
AUG_0114,107,4,normal,0,11,0,0.5,0.5,0.5,199936.0,12.2058,1.521,525812.0,0,4,0.0,3,0,0.0,transfer,0,0,0
AUG_0114,144,6,normal,0,0,1,0.4,0.4,0.4,96249.0,11.4747,0.6631,725748.0,0,5,0.0,3,0,0.0,ewallet,0,0,0
AUG_0114,164,6,normal,0,20,0,0.5,0.5,0.5,206733.0,12.2392,1.509,821997.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0114,203,8,normal,0,11,0,0.4,0.4286,-0.1,188985.0,12.1494,1.3522,698818.0,0,5,0.0,3,0,0.0,transfer,0,0,0
AUG_0114,227,9,normal,0,11,0,0.3333,0.375,-0.1667,46387.0,10.7448,0.3135,887803.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0114,264,11,normal,0,0,1,0.2,0.3333,-0.3,321848.0,12.6818,2.1797,738290.0,0,5,0.0,3,0,0.0,ewallet,0,0,0
AUG_0114,302,12,normal,0,14,0,0.4,0.4,0.0,241486.0,12.3946,1.4037,860202.0,0,5,0.0,3,0,0.0,transfer,0,0,0
AUG_0114,319,13,normal,0,7,0,0.2,0.3636,-0.3,69639.0,11.1511,0.3463,1005439.0,1,5,1.4,3,1,0.0,ewallet,0,0,0
AUG_0114,344,14,normal,0,8,0,0.2,0.3333,-0.2286,202617.0,12.2191,1.1667,868345.0,0,5,0.0,3,0,0.0,ewallet,0,0,0
AUG_0114,378,15,normal,0,18,0,0.2,0.2727,-0.1333,242670.0,12.3995,1.3757,881977.0,0,5,0.0,3,0,0.0,transfer,0,0,0
AUG_0114,394,16,normal,0,10,0,0.1667,0.25,-0.1667,53783.0,10.8927,0.2869,1124647.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0114,421,17,normal,0,13,0,0.1667,0.1818,-0.0333,266110.0,12.4917,1.4104,1132043.0,0,6,0.0,3,0,0.0,ewallet,0,0,0
AUG_0114,454,18,normal,0,22,1,0.0,0.1818,-0.4,164889.0,12.013,0.9192,1076305.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0114,473,19,normal,0,17,0,0.1667,0.25,-0.1667,79878.0,11.2883,0.4794,999708.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0114,494,20,normal,0,14,0,0.1667,0.1667,0.0,187191.0,12.1399,1.1121,1009947.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0114,527,21,normal,0,23,1,0.1667,0.1667,0.0,343636.0,12.7473,2.0732,994521.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0114,544,22,normal,0,16,0,0.2857,0.25,0.0857,45145.0,10.7177,0.2362,1338157.0,1,7,1.0,3,1,0.0,ewallet,0,0,0
AUG_0114,565,23,normal,0,13,0,0.3333,0.25,0.1667,136039.0,11.8207,0.751,1086849.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0114,594,24,normal,0,18,0,0.3333,0.2308,0.1905,361729.0,12.7987,2.2684,956778.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0114,618,25,normal,0,18,0,0.2857,0.1538,0.2857,45569.0,10.727,0.2419,1318507.0,1,7,1.0,3,1,0.0,ewallet,0,0,0
AUG_0114,644,26,normal,0,20,0,0.1667,0.1538,0.0238,185941.0,12.1332,0.9967,1119309.0,0,6,0.0,3,0,0.0,ewallet,0,0,0
AUG_0114,673,28,normal,0,1,1,0.1667,0.1538,0.0238,282171.0,12.5503,1.5143,1118059.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0114,675,28,normal,0,3,1,0.2857,0.2143,0.1429,85038.0,11.3509,0.4251,1400230.0,1,7,1.0,3,1,0.0,ewallet,0,0,0
AUG_0114,676,28,normal,0,4,1,0.375,0.2667,0.2321,150098.0,11.9191,0.8085,1485268.0,2,8,1.75,3,2,0.0,ewallet,0,0,0
AUG_0115,1,0,normal,0,1,1,0.0,0.0,0.0,129705.0,11.773,1.0,0.0,0,0,0.0,0,0,0.0,ewallet,0,0,0
AUG_0115,14,0,normal,0,14,0,1.0,1.0,1.0,280316.0,12.5437,2.1612,129705.0,1,1,7.0,1,1,0.0,transfer,0,0,0
AUG_0115,48,2,normal,0,0,1,0.5,0.5,0.5,156495.0,11.9608,0.7634,410021.0,0,2,0.0,2,0,0.0,ewallet,0,0,0
AUG_0115,62,2,normal,0,14,0,0.6667,0.6667,0.6667,31529.0,10.3587,0.167,566516.0,1,3,2.3333,3,1,0.0,ewallet,0,0,0
AUG_0115,96,4,normal,0,0,1,0.5,0.5,0.5,138794.0,11.8408,0.9283,598045.0,0,4,0.0,3,0,0.0,transfer,0,0,0
AUG_0115,133,5,normal,0,13,0,0.6,0.6,0.6,107979.0,11.5897,0.7327,736839.0,0,5,0.0,3,0,0.0,ewallet,0,0,0
AUG_0115,153,6,normal,0,9,0,0.5,0.5,0.5,222078.0,12.3108,1.5772,844818.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0115,192,8,normal,0,0,1,0.4,0.4286,-0.1,196401.0,12.1879,1.495,656875.0,0,5,0.0,3,0,0.0,transfer,0,0,0
AUG_0115,216,9,normal,0,0,1,0.5,0.5,0.0,41360.0,10.6301,0.2908,853276.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0115,253,10,normal,0,13,0,0.6,0.5556,0.1,375675.0,12.8365,2.6583,706612.0,0,5,0.0,3,0,0.0,ewallet,0,0,0
AUG_0115,291,12,normal,0,3,1,0.4,0.5,-0.2,206779.0,12.2394,1.0958,943493.0,0,5,0.0,3,0,0.0,transfer,0,0,0
AUG_0115,308,12,normal,0,20,0,0.6,0.5455,0.1,72375.0,11.1896,0.3472,1042293.0,1,5,1.4,3,1,0.0,ewallet,0,0,0
AUG_0115,333,13,normal,0,21,0,0.6,0.5,0.1714,169357.0,12.0398,0.9487,892590.0,0,5,0.0,3,0,0.0,ewallet,0,0,0
AUG_0115,367,15,normal,0,7,0,0.4,0.4545,-0.1,294585.0,12.5933,1.7017,865546.0,0,5,0.0,3,0,0.0,transfer,0,0,0
AUG_0115,383,15,normal,0,23,1,0.3333,0.4167,-0.1667,59183.0,10.9884,0.3061,1160131.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0115,410,17,normal,0,2,1,0.3333,0.4545,-0.2667,305263.0,12.6289,1.5549,1177954.0,0,6,0.0,3,0,0.0,ewallet,0,0,0
AUG_0115,443,18,normal,0,11,0,0.5,0.4545,0.1,142482.0,11.867,0.7719,1107542.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0115,462,19,normal,0,6,0,0.3333,0.4167,-0.1667,99465.0,11.5076,0.5721,1043245.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0115,483,20,normal,0,3,1,0.3333,0.4167,-0.1667,182460.0,12.1143,1.0228,1070335.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0115,516,21,normal,0,12,0,0.5,0.5,0.0,286811.0,12.5666,1.5883,1083438.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0115,533,22,normal,0,5,0,0.4286,0.4167,0.0286,44580.0,10.7051,0.2277,1370249.0,1,7,1.0,3,1,0.0,ewallet,0,0,0
AUG_0115,554,23,normal,0,2,1,0.3333,0.3333,0.0,120640.0,11.7006,0.6822,1061061.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0115,583,24,normal,0,7,0,0.3333,0.3846,-0.0952,415716.0,12.9378,2.8459,876438.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0115,607,25,normal,0,7,0,0.2857,0.3846,-0.2143,49397.0,10.8077,0.2676,1292154.0,1,7,1.0,3,1,0.0,ewallet,0,0,0
AUG_0115,633,26,normal,0,9,0,0.3333,0.3077,0.0476,195435.0,12.183,1.0664,1099604.0,0,6,0.0,3,0,0.0,ewallet,0,0,0
AUG_0115,662,27,normal,0,14,0,0.1667,0.3077,-0.2619,348904.0,12.7626,1.8816,1112579.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0115,664,27,normal,0,16,0,0.1429,0.2857,-0.2857,103821.0,11.5504,0.4973,1461483.0,1,7,1.0,3,1,0.0,ewallet,0,0,0
AUG_0115,665,27,normal,0,17,0,0.125,0.2667,-0.3036,148882.0,11.9109,0.7609,1565304.0,2,8,1.75,3,2,0.0,ewallet,0,0,0
AUG_0116,1,0,normal,0,1,1,0.0,0.0,0.0,98539.0,11.4982,1.0,0.0,0,0,0.0,0,0,0.0,ewallet,0,0,0
AUG_0116,13,0,normal,0,13,0,1.0,1.0,1.0,276515.0,12.53,2.8061,98539.0,1,1,7.0,1,1,0.0,transfer,0,0,0
AUG_0116,47,1,normal,0,23,1,0.5,0.5,0.5,188547.0,12.1471,1.0054,375054.0,0,2,0.0,2,0,0.0,ewallet,0,0,0
AUG_0116,61,2,normal,0,13,0,0.6667,0.6667,0.6667,30388.0,10.3218,0.1618,563601.0,1,3,2.3333,3,1,0.0,ewallet,0,0,0
AUG_0116,95,3,normal,0,23,1,0.5,0.5,0.5,179926.0,12.1003,1.2116,593989.0,0,4,0.0,3,0,0.0,transfer,0,0,0
AUG_0116,132,5,normal,0,12,0,0.6,0.6,0.6,104462.0,11.5566,0.6749,773915.0,0,5,0.0,3,0,0.0,ewallet,0,0,0
AUG_0116,152,6,normal,0,8,0,0.5,0.5,0.5,241949.0,12.3965,1.6527,878377.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0116,191,7,normal,0,23,1,0.4,0.4286,-0.1,184992.0,12.1281,1.2411,745272.0,0,5,0.0,3,0,0.0,transfer,0,0,0
AUG_0116,215,8,normal,0,23,1,0.5,0.5,0.0,39380.0,10.581,0.254,930264.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0116,252,10,normal,0,12,0,0.6,0.5556,0.1,389083.0,12.8716,2.5914,750709.0,0,5,0.0,3,0,0.0,ewallet,0,0,0
AUG_0116,290,12,normal,0,2,1,0.4,0.5,-0.2,208374.0,12.2471,1.0854,959866.0,0,5,0.0,3,0,0.0,transfer,0,0,0
AUG_0116,307,12,normal,0,19,0,0.6,0.5455,0.1,77084.0,11.2527,0.3623,1063778.0,1,5,1.4,3,1,0.0,ewallet,0,0,0
AUG_0116,332,13,normal,0,20,0,0.6,0.5,0.1714,166297.0,12.0215,0.925,898913.0,0,5,0.0,3,0,0.0,ewallet,0,0,0
AUG_0116,366,15,normal,0,6,0,0.4,0.4545,-0.1,252481.0,12.4391,1.4342,880218.0,0,5,0.0,3,0,0.0,transfer,0,0,0
AUG_0116,382,15,normal,0,22,1,0.3333,0.4167,-0.1667,63015.0,11.0511,0.3338,1132699.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0116,409,17,normal,0,1,1,0.3333,0.4545,-0.2667,326486.0,12.6961,1.6941,1156334.0,0,6,0.0,3,0,0.0,ewallet,0,0,0
AUG_0116,442,18,normal,0,10,0,0.5,0.4545,0.1,139757.0,11.8477,0.7667,1093737.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0116,461,19,normal,0,5,0,0.3333,0.4167,-0.1667,88055.0,11.3857,0.5154,1025120.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0116,482,20,normal,0,2,1,0.3333,0.4167,-0.1667,163604.0,12.0052,0.9474,1036091.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0116,515,21,normal,0,11,0,0.5,0.5,0.0,353386.0,12.7753,2.0518,1033398.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0116,532,22,normal,0,4,1,0.4286,0.4167,0.0286,34721.0,10.4551,0.1753,1386784.0,1,7,1.0,3,1,0.0,ewallet,0,0,0
AUG_0116,553,23,normal,0,1,1,0.5,0.4167,0.1667,129879.0,11.7744,0.7046,1106009.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0116,582,24,normal,0,6,0,0.5,0.4615,0.0714,325185.0,12.6922,2.1455,909402.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0116,606,25,normal,0,6,0,0.4286,0.4615,-0.0714,50370.0,10.8272,0.2856,1234587.0,1,7,1.0,3,1,0.0,ewallet,0,0,0
AUG_0116,632,26,normal,0,8,0,0.5,0.3846,0.2143,215153.0,12.2791,1.2211,1057145.0,0,6,0.0,3,0,0.0,ewallet,0,0,0
AUG_0116,661,27,normal,0,13,0,0.3333,0.3846,-0.0952,333252.0,12.7167,1.8035,1108694.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0116,663,27,normal,0,15,0,0.2857,0.3571,-0.1429,85200.0,11.3528,0.4136,1441946.0,1,7,1.0,3,1,0.0,ewallet,0,0,0
AUG_0116,664,27,normal,0,16,0,0.25,0.3333,-0.1786,149466.0,11.9148,0.783,1527146.0,2,8,1.75,3,2,0.0,ewallet,0,0,0
AUG_0117,6,0,normal,0,6,0,0.0,0.0,0.0,105304.0,11.5646,1.0,0.0,0,0,0.0,0,0,0.0,ewallet,0,0,0
AUG_0117,20,0,normal,0,20,0,0.0,0.0,0.0,209554.0,12.2527,1.99,105304.0,1,1,7.0,1,1,0.0,transfer,0,0,0
AUG_0117,54,2,normal,0,6,0,0.0,0.0,0.0,180777.0,12.105,1.1483,314858.0,0,2,0.0,2,0,0.0,ewallet,0,0,0
AUG_0117,68,2,normal,0,20,0,0.0,0.0,0.0,37053.0,10.5201,0.2243,495635.0,1,3,2.3333,3,1,0.0,ewallet,0,0,0
AUG_0117,102,4,normal,0,6,0,0.0,0.0,0.0,193378.0,12.1724,1.4521,532688.0,0,4,0.0,3,0,0.0,transfer,0,0,0
AUG_0117,139,5,normal,0,19,0,0.0,0.0,0.0,107813.0,11.5882,0.7424,726066.0,0,5,0.0,3,0,0.0,ewallet,0,0,0
AUG_0117,159,6,normal,0,15,0,0.0,0.0,0.0,214700.0,12.277,1.5448,833879.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0117,198,8,normal,0,6,0,0.0,0.0,0.0,176636.0,12.0819,1.2037,733721.0,0,5,0.0,3,0,0.0,transfer,0,0,0
AUG_0117,222,9,normal,0,6,0,0.0,0.0,0.0,36049.0,10.4927,0.2376,910357.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0117,259,10,normal,0,19,0,0.0,0.0,0.0,401615.0,12.9033,2.7562,728576.0,0,5,0.0,3,0,0.0,ewallet,0,0,0
AUG_0117,297,12,normal,0,9,0,0.0,0.0,0.0,192589.0,12.1683,1.0279,936813.0,0,5,0.0,3,0,0.0,transfer,0,0,0
AUG_0117,314,13,normal,0,2,1,0.0,0.0,0.0,94300.0,11.4542,0.4615,1021589.0,1,5,1.4,3,1,0.0,ewallet,0,0,0
AUG_0117,339,14,normal,0,3,1,0.2,0.0833,0.2,163105.0,12.0022,0.9049,901189.0,0,5,0.0,3,0,0.0,ewallet,0,0,0
AUG_0117,373,15,normal,0,13,0,0.4,0.1818,0.4,297528.0,12.6033,1.6759,887658.0,0,5,0.0,3,0,0.0,transfer,0,0,0
AUG_0117,389,16,normal,0,5,0,0.3333,0.1667,0.3333,52194.0,10.8627,0.2642,1185186.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0117,416,17,normal,0,8,0,0.3333,0.1818,0.3333,328432.0,12.7021,1.6403,1201331.0,0,6,0.0,3,0,0.0,ewallet,0,0,0
AUG_0117,449,18,normal,0,17,0,0.3333,0.1818,0.3333,169830.0,12.0426,0.9032,1128148.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0117,468,19,normal,0,12,0,0.3333,0.1667,0.3333,106715.0,11.5779,0.5792,1105389.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0117,489,20,normal,0,9,0,0.1667,0.1667,0.0,177573.0,12.0871,0.9532,1117804.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0117,522,21,normal,0,18,0,0.0,0.1667,-0.3333,259461.0,12.4664,1.3749,1132272.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0117,539,22,normal,0,11,0,0.0,0.1667,-0.4,42020.0,10.6459,0.2113,1391733.0,1,7,1.0,3,1,0.0,ewallet,0,0,0
AUG_0117,560,23,normal,0,8,0,0.0,0.1667,-0.3333,151045.0,11.9253,0.836,1084031.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0117,589,24,normal,0,13,0,0.0,0.1538,-0.2857,410185.0,12.9244,2.7145,906644.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0117,613,25,normal,0,13,0,0.0,0.1538,-0.3333,65073.0,11.0833,0.3459,1316829.0,1,7,1.0,3,1,0.0,ewallet,0,0,0
AUG_0117,639,26,normal,0,15,0,0.0,0.1538,-0.2857,187224.0,12.1401,1.0163,1105357.0,0,6,0.0,3,0,0.0,ewallet,0,0,0
AUG_0117,668,27,normal,0,20,0,0.0,0.0769,-0.1429,359951.0,12.7937,1.9369,1115008.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0117,670,27,normal,0,22,1,0.0,0.0714,-0.1429,92955.0,11.4399,0.4412,1474959.0,1,7,1.0,3,1,0.0,ewallet,0,0,0
AUG_0117,671,27,normal,0,23,1,0.125,0.1333,-0.0179,160670.0,11.9871,0.8198,1567914.0,2,8,1.75,3,2,0.0,ewallet,0,0,0
AUG_0118,3,0,normal,0,3,1,0.0,0.0,0.0,122092.0,11.7125,1.0,0.0,0,0,0.0,0,0,0.0,ewallet,0,0,0
AUG_0118,17,0,normal,0,17,0,1.0,1.0,1.0,236486.0,12.3736,1.9369,122092.0,1,1,7.0,1,1,0.0,transfer,0,0,0
AUG_0118,51,2,normal,0,3,1,0.5,0.5,0.5,171243.0,12.0508,0.9551,358578.0,0,2,0.0,2,0,0.0,ewallet,0,0,0
AUG_0118,65,2,normal,0,17,0,0.6667,0.6667,0.6667,31558.0,10.3596,0.1787,529821.0,1,3,2.3333,3,1,0.0,ewallet,0,0,0
AUG_0118,99,4,normal,0,3,1,0.5,0.5,0.5,145392.0,11.8872,1.036,561379.0,0,4,0.0,3,0,0.0,transfer,0,0,0
AUG_0118,136,5,normal,0,16,0,0.6,0.6,0.6,90208.0,11.4099,0.6382,706771.0,0,5,0.0,3,0,0.0,ewallet,0,0,0
AUG_0118,156,6,normal,0,12,0,0.5,0.5,0.5,225154.0,12.3245,1.6951,796979.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0118,195,8,normal,0,3,1,0.4,0.4286,-0.1,183515.0,12.1201,1.3828,663555.0,0,5,0.0,3,0,0.0,transfer,0,0,0
AUG_0118,219,9,normal,0,3,1,0.5,0.5,0.0,47103.0,10.7601,0.3336,847070.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0118,256,10,normal,0,16,0,0.6,0.5556,0.1,286257.0,12.5646,2.0702,691372.0,0,5,0.0,3,0,0.0,ewallet,0,0,0
AUG_0118,294,12,normal,0,6,0,0.4,0.5,-0.2,190290.0,12.1563,1.1432,832237.0,0,5,0.0,3,0,0.0,transfer,0,0,0
AUG_0118,311,12,normal,0,23,1,0.4,0.4545,-0.1,76486.0,11.2449,0.4102,932319.0,1,5,1.4,3,1,0.0,ewallet,0,0,0
AUG_0118,336,14,normal,0,0,1,0.6,0.5,0.1714,170489.0,12.0464,1.0878,783651.0,0,5,0.0,3,0,0.0,ewallet,0,0,0
AUG_0118,370,15,normal,0,10,0,0.6,0.5455,0.1,322082.0,12.6826,2.0897,770625.0,0,5,0.0,3,0,0.0,transfer,0,0,0
AUG_0118,386,16,normal,0,2,1,0.5,0.5,0.0,49635.0,10.8125,0.2725,1092707.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0118,413,17,normal,0,5,0,0.5,0.5455,-0.1,266528.0,12.4932,1.4601,1095239.0,0,6,0.0,3,0,0.0,ewallet,0,0,0
AUG_0118,446,18,normal,0,14,0,0.5,0.4545,0.1,164531.0,12.0109,0.9179,1075510.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0118,465,19,normal,0,9,0,0.5,0.4167,0.1667,85779.0,11.3595,0.4903,1049751.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0118,486,20,normal,0,6,0,0.3333,0.4167,-0.1667,182521.0,12.1146,1.0341,1059044.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
AUG_0118,519,21,normal,0,15,0,0.1667,0.4167,-0.5,281933.0,12.5494,1.5793,1071076.0,0,6,0.0,3,0,0.0,transfer,0,0,0
AUG_0118,536,22,normal,0,8,0,0.1429,0.3333,-0.4571,33962.0,10.433,0.1757,1353009.0,1,7,1.0,3,1,0.0,ewallet,0,0,0
AUG_0118,557,23,normal,0,5,0,0.0,0.25,-0.5,138050.0,11.8354,0.8159,1015254.0,1,6,1.1667,3,1,0.0,ewallet,0,0,0
